"seqnames","start","end","width","strand"
"chr1","236953581","237072281","118701","+"
"chr1","238020475","238096619","76145","+"
"chr1","247458622","247500045","41424","-"
"chr1","245907642","246585714","678073","-"
"chr1","245907642","246675644","768003","-"
"chr1","245313287","245871428","558142","+"
"chr1","248507077","248518015","10939","+"
"chr1","757971","799826","41856","+"
"chr1","758178","799826","41649","+"
"chr1","757971","799826","41856","+"
"chr1","757971","799826","41856","+"
"chr1","757971","799826","41856","+"
"chr1","757971","799826","41856","+"
"chr1","757971","799826","41856","+"
"chr1","757971","799826","41856","+"
"chr1","1677671","1714909","37239","-"
"chr1","1565603","1660859","95257","-"
"chr1","1566100","1660775","94676","-"
"chr1","1565603","1660859","95257","-"
"chr1","1565603","1660859","95257","-"
"chr1","1677671","1715297","37627","-"
"chr1","1566100","1660775","94676","-"
"chr1","1677671","1716508","38838","-"
"chr1","1565603","1660859","95257","-"
"chr1","1566100","1660775","94676","-"
"chr1","1565603","1660859","95257","-"
"chr1","1304110","1315818","11709","-"
"chr1","1172826","1187102","14277","-"
"chr1","1565603","1660859","95257","-"
"chr1","2482805","2500267","17463","+"
"chr1","2155134","2246652","91519","+"
"chr1","2567807","2711230","143424","-"
"chr1","3768831","3806993","38163","+"
"chr1","3768831","3806993","38163","+"
"chr1","3663965","3693209","29245","+"
"chr1","3399506","3533059","133554","-"
"chr1","3768831","3806993","38163","+"
"chr1","4710105","4848851","138747","+"
"chr1","4710105","4842854","132750","+"
"chr1","6089348","6166253","76906","+"
"chr1","5917870","6057533","139664","-"
"chr1","6047358","6166253","118896","+"
"chr1","6081073","6166253","85181","+"
"chr1","6081073","6166253","85181","+"
"chr1","6101174","6166253","65080","+"
"chr1","6100981","6166253","65273","+"
"chr1","6319332","6458826","139495","-"
"chr1","6840384","6953261","112878","+"
"chr1","6319332","6450883","131552","-"
"chr1","6840384","6953261","112878","+"
"chr1","6521152","6562484","41333","-"
"chr1","6521152","6562156","41005","-"
"chr1","6521152","6585121","63970","-"
"chr1","7839489","7910240","70752","+"
"chr1","7839489","7910240","70752","+"
"chr1","7839489","7910240","70752","+"
"chr1","7970931","8008225","37295","-"
"chr1","7839489","7910240","70752","+"
"chr1","7839489","7910240","70752","+"
"chr1","9294903","9336394","41492","+"
"chr1","9289863","9336394","46532","+"
"chr1","8407464","8882699","475236","-"
"chr1","9159476","9194229","34754","-"
"chr1","8407464","8882699","475236","-"
"chr1","9784079","9889550","105472","-"
"chr1","9903334","9975316","71983","-"
"chr1","10088041","10246296","158256","+"
"chr1","10265764","10373655","107892","+"
"chr1","10265764","10446661","180898","+"
"chr1","10088041","10246296","158256","+"
"chr1","9784079","9889550","105472","-"
"chr1","9903334","9975316","71983","-"
"chr1","11121676","11164938","43263","-"
"chr1","10530003","10695815","165813","+"
"chr1","10702263","10861733","159471","-"
"chr1","11001530","11047094","45565","-"
"chr1","11161588","11327608","166021","-"
"chr1","10691666","10861733","170068","-"
"chr1","11121676","11164938","43263","-"
"chr1","12285113","12577098","291986","+"
"chr1","11791142","11815828","24687","+"
"chr1","11791142","11815828","24687","+"
"chr1","12118434","12209264","90831","+"
"chr1","12035238","12078572","43335","+"
"chr1","12035238","12078572","43335","+"
"chr1","12285113","12577098","291986","+"
"chr1","12118434","12209264","90831","+"
"chr1","11791142","11815828","24687","+"
"chr1","11791142","11815828","24687","+"
"chr1","11791142","11815828","24687","+"
"chr1","12699566","12732097","32532","+"
"chr1","15568768","15729622","160855","+"
"chr1","15433311","15483960","50650","-"
"chr1","14920213","15449544","529332","+"
"chr1","15251296","15399651","148356","+"
"chr1","14920213","15399651","479439","+"
"chr1","15267415","15399651","132237","+"
"chr1","15245625","15399651","154027","+"
"chr1","16571559","16683948","112390","-"
"chr1","15848308","15903228","54921","+"
"chr1","16169359","16271950","102592","+"
"chr1","15848308","15903228","54921","+"
"chr1","15848308","15903228","54921","+"
"chr1","16883922","16945100","61179","-"
"chr1","17012713","17051652","38940","-"
"chr1","17295999","17312173","16175","-"
"chr1","17295999","17313081","17083","-"
"chr1","17295999","17312173","16175","-"
"chr1","17388256","17450948","62693","-"
"chr1","17295999","17313081","17083","-"
"chr1","17526621","17577501","50881","+"
"chr1","18429240","18709977","280738","+"
"chr1","17861330","18029370","168041","+"
"chr1","18076808","18158558","81751","+"
"chr1","17902048","18029370","127323","+"
"chr1","19660267","19817135","156869","-"
"chr1","19225774","19287826","62053","-"
"chr1","19396000","19541746","145747","-"
"chr1","19660267","19817135","156869","-"
"chr1","18952500","19067632","115133","+"
"chr1","18952500","19067632","115133","+"
"chr1","18952500","19080360","127861","+"
"chr1","19660267","19817135","156869","-"
"chr1","19660267","19816201","155935","-"
"chr1","20681294","20760287","78994","-"
"chr1","20003706","20131410","127705","-"
"chr1","21830858","21909905","79048","+"
"chr1","21262738","21506251","243514","-"
"chr1","21538740","21677034","138295","-"
"chr1","21830858","21909905","79048","+"
"chr1","21064171","21118181","54011","-"
"chr1","21127785","21442876","315092","-"
"chr1","21127785","21508381","380597","-"
"chr1","21127785","21508381","380597","-"
"chr1","21830858","21909905","79048","+"
"chr1","22773344","22862650","89307","+"
"chr1","22773344","22862650","89307","+"
"chr1","22374120","22422296","48177","+"
"chr1","22133758","22156714","22957","+"
"chr1","22374120","22424436","50317","+"
"chr1","22143737","22268750","125014","-"
"chr1","22374120","22424436","50317","+"
"chr1","23405516","23500351","94836","-"
"chr1","23827920","23862712","34793","-"
"chr1","23702555","23756261","53707","-"
"chr1","23405516","23500351","94836","-"
"chr1","24475647","24518765","43119","-"
"chr1","24737245","24804473","67229","+"
"chr1","24475647","24518765","43119","-"
"chr1","24475647","24518765","43119","-"
"chr1","24877567","24940818","63252","+"
"chr1","25938959","26117698","178740","+"
"chr1","25752349","25831698","79350","+"
"chr1","25938959","26117698","178740","+"
"chr1","25683740","25752363","68624","-"
"chr1","25752349","25831698","79350","+"
"chr1","25683740","25752363","68624","-"
"chr1","25683740","25752363","68624","-"
"chr1","25683740","25752363","68624","-"
"chr1","26732269","26761219","28951","+"
"chr1","26851249","26906520","55272","+"
"chr1","26601213","26613013","11801","+"
"chr1","27725734","27821678","95945","-"
"chr1","27855756","27935143","79388","-"
"chr1","27643636","27667891","24256","+"
"chr1","27643636","27667891","24256","+"
"chr1","27643636","27667891","24256","+"
"chr1","27643636","27667891","24256","+"
"chr1","27725734","27821678","95945","-"
"chr1","28924609","28974604","49996","-"
"chr1","28924609","28974604","49996","-"
"chr1","28827455","28842404","14950","+"
"chr1","28827455","28870708","43254","+"
"chr1","28691093","28831881","140789","+"
"chr1","28827455","28842404","14950","+"
"chr1","28827455","28870708","43254","+"
"chr1","28827455","28870708","43254","+"
"chr1","29558028","29658325","100298","+"
"chr1","29558028","29658325","100298","+"
"chr1","29558028","29658325","100298","+"
"chr1","29558028","29658325","100298","+"
"chr1","29469250","29513637","44388","-"
"chr1","31186619","31204593","17975","+"
"chr1","31179124","31201432","22309","-"
"chr1","32367022","32390259","23238","-"
"chr1","32367022","32390259","23238","-"
"chr1","32367022","32408988","41967","-"
"chr1","33140507","33173361","32855","-"
"chr1","32752708","32804224","51517","+"
"chr1","33397050","33435286","38237","-"
"chr1","33140507","33173361","32855","-"
"chr1","33278043","33329480","51438","+"
"chr1","33278119","33329480","51362","+"
"chr1","33397050","33435286","38237","-"
"chr1","32568644","32647168","78525","+"
"chr1","32999772","33076542","76771","+"
"chr1","33784224","33846194","61971","-"
"chr1","33933232","33966995","33764","+"
"chr1","34329557","34356059","26503","+"
"chr1","36391683","36527063","135381","+"
"chr1","36391683","36527063","135381","+"
"chr1","35729568","35892545","162978","+"
"chr1","36268828","36328490","59663","+"
"chr1","35894091","36028037","133947","-"
"chr1","36033971","36065927","31957","+"
"chr1","36800220","36856528","56309","-"
"chr1","37256128","37504844","248717","-"
"chr1","36800220","36856528","56309","-"
"chr1","36800220","36856528","56309","-"
"chr1","37995050","38024945","29896","-"
"chr1","38263614","38278865","15252","-"
"chr1","38321369","38417729","96361","-"
"chr1","39298869","39330495","31627","-"
"chr1","39298869","39330495","31627","-"
"chr1","40622041","40711593","89553","+"
"chr1","40218903","40259533","40631","-"
"chr1","39952318","40000541","48224","+"
"chr1","41487871","41712815","224945","-"
"chr1","41244684","41311124","66441","+"
"chr1","41487871","41712815","224945","-"
"chr1","41244684","41311124","66441","+"
"chr1","41487871","41630605","142735","-"
"chr1","41487871","41712815","224945","-"
"chr1","41487871","41712815","224945","-"
"chr1","41487871","41633689","145819","-"
"chr1","41149752","41162933","13182","-"
"chr1","41487871","41632104","144234","-"
"chr1","42637210","42805886","168677","-"
"chr1","42637210","42805636","168427","-"
"chr1","42637210","42806548","169339","-"
"chr1","42307860","42506596","198737","-"
"chr1","42307860","42389496","81637","-"
"chr1","41967036","42389378","422343","-"
"chr1","42841468","42894900","53433","+"
"chr1","41967036","42389378","422343","-"
"chr1","42637210","42805903","168694","-"
"chr1","43633001","43681549","48549","+"
"chr1","43248661","43268901","20241","+"
"chr1","43633001","43725029","92029","+"
"chr1","43761566","43793781","32216","+"
"chr1","43850556","43924918","74363","+"
"chr1","43633001","43681549","48549","+"
"chr1","43761566","43793781","32216","+"
"chr1","44168204","44401837","233634","+"
"chr1","44168204","44401837","233634","+"
"chr1","44168204","44401837","233634","+"
"chr1","44168204","44401837","233634","+"
"chr1","44168204","44401837","233634","+"
"chr1","44168204","44401837","233634","+"
"chr1","44168204","44401837","233634","+"
"chr1","44168204","44401837","233634","+"
"chr1","44168204","44401837","233634","+"
"chr1","44168204","44401837","233634","+"
"chr1","44168204","44401837","233634","+"
"chr1","44168204","44401837","233634","+"
"chr1","44168204","44401837","233634","+"
"chr1","44168204","44401837","233634","+"
"chr1","44168204","44401837","233634","+"
"chr1","44168204","44401837","233634","+"
"chr1","44168204","44401837","233634","+"
"chr1","44168204","44401837","233634","+"
"chr1","44407478","44438694","31217","+"
"chr1","44681742","44825939","144198","-"
"chr1","44168204","44401837","233634","+"
"chr1","44160409","44178012","17604","-"
"chr1","44168204","44401837","233634","+"
"chr1","44168204","44401837","233634","+"
"chr1","44168204","44401837","233634","+"
"chr1","44168204","44401837","233634","+"
"chr1","44168204","44401837","233634","+"
"chr1","44168204","44401837","233634","+"
"chr1","44683267","44714955","31689","-"
"chr1","45804555","45961840","157286","-"
"chr1","45335201","45457394","122194","-"
"chr1","45311194","45457394","146201","-"
"chr1","45200490","45238438","37949","+"
"chr1","45477076","45677250","200175","-"
"chr1","45311194","45457394","146201","-"
"chr1","47018079","47074966","56888","-"
"chr1","47018079","47074966","56888","-"
"chr1","46500812","46603708","102897","-"
"chr1","47018079","47074966","56888","-"
"chr1","47018079","47074966","56888","-"
"chr1","46649353","46669121","19769","-"
"chr1","46264285","46506796","242512","+"
"chr1","46500812","46603380","102569","-"
"chr1","47018079","47074966","56888","-"
"chr1","46649353","46690977","41625","-"
"chr1","46649353","46668171","18819","-"
"chr1","46649353","46668171","18819","-"
"chr1","47794469","47849511","55043","+"
"chr1","47794469","47849511","55043","+"
"chr1","47794469","47849511","55043","+"
"chr1","47303767","47371147","67381","-"
"chr1","47528160","47588992","60833","+"
"chr1","48756044","48942880","186837","-"
"chr1","48756044","48942880","186837","-"
"chr1","48756044","48942880","186837","-"
"chr1","48562387","48653100","90714","-"
"chr1","50569594","50672540","102947","+"
"chr1","50566964","50672540","105577","+"
"chr1","50508686","50672540","163855","+"
"chr1","50564582","50672540","107959","+"
"chr1","50569594","50672540","102947","+"
"chr1","52077546","52259891","182346","+"
"chr1","52077546","52259891","182346","+"
"chr1","51747930","51792938","45009","-"
"chr1","52077546","52259891","182346","+"
"chr1","52249866","52349609","99744","-"
"chr1","51814935","51989995","175061","-"
"chr1","51747930","51815785","67856","-"
"chr1","52077546","52259891","182346","+"
"chr1","52249866","52349609","99744","-"
"chr1","52077546","52259891","182346","+"
"chr1","52249866","52348712","98847","-"
"chr1","52602766","52817358","214593","+"
"chr1","53187131","53298013","110883","+"
"chr1","52811265","52836877","25613","-"
"chr1","52883948","53023762","139815","-"
"chr1","52602766","52817358","214593","+"
"chr1","52883948","53023762","139815","-"
"chr1","53303183","53365247","62065","+"
"chr1","54382234","54416288","34055","-"
"chr1","53703041","53798821","95781","-"
"chr1","53703041","53798821","95781","-"
"chr1","53966906","54204877","237972","-"
"chr1","54226134","54309225","83092","-"
"chr1","54226134","54309225","83092","-"
"chr1","53703041","53798821","95781","-"
"chr1","54226134","54309225","83092","-"
"chr1","53703041","53798821","95781","-"
"chr1","54633027","54670746","37720","-"
"chr1","55008807","55081005","72199","+"
"chr1","55008807","55105417","96611","+"
"chr1","54686104","54877068","190965","-"
"chr1","55102413","55213328","110916","+"
"chr1","55102413","55213328","110916","+"
"chr1","55102413","55213328","110916","+"
"chr1","54686104","54877068","190965","-"
"chr1","54686104","54877068","190965","-"
"chr1","57105990","57186008","80019","+"
"chr1","56955419","57050257","94839","-"
"chr1","57179477","57290369","110893","-"
"chr1","57389883","57436813","46931","-"
"chr1","57389883","57436813","46931","-"
"chr1","57389883","57436813","46931","-"
"chr1","58321215","58333786","12572","+"
"chr1","58321215","58333786","12572","+"
"chr1","58321215","58333654","12440","+"
"chr1","58321215","58333786","12572","+"
"chr1","58941391","59017446","76056","-"
"chr1","59481148","59558919","77772","+"
"chr1","59770750","60233402","462653","+"
"chr1","60275533","60347050","71518","+"
"chr1","59976301","60233402","257102","+"
"chr1","61120303","61296256","175954","-"
"chr1","62203149","62634591","431443","+"
"chr1","62696837","62790083","93247","-"
"chr1","63244777","63335941","91165","+"
"chr1","63244777","63335941","91165","+"
"chr1","62915397","63159039","243643","-"
"chr1","63619754","63787901","168148","-"
"chr1","62915397","63159039","243643","-"
"chr1","62915397","63159039","243643","-"
"chr1","62915397","63159039","243643","-"
"chr1","64054480","64130916","76437","+"
"chr1","64083887","64130916","47030","+"
"chr1","64234690","64614052","379363","+"
"chr1","64234690","64652179","417490","+"
"chr1","64053947","64130916","76970","+"
"chr1","65205778","65303914","98137","+"
"chr1","65770218","65886552","116335","+"
"chr1","65608850","65702828","93979","+"
"chr1","65725377","65886552","161176","+"
"chr1","65725377","65886552","161176","+"
"chr1","65293906","65437187","143282","-"
"chr1","65608232","65702828","94597","+"
"chr1","65608513","65702828","94316","+"
"chr1","66253856","66845262","591407","+"
"chr1","66253193","66845262","592070","+"
"chr1","66453390","66845262","391873","+"
"chr1","67298282","67395570","97289","-"
"chr1","67868493","67901123","32631","-"
"chr1","67213140","67249730","36591","+"
"chr1","67460015","67525080","65066","-"
"chr1","67273572","67395570","121999","-"
"chr1","67627169","67730650","103482","+"
"chr1","67868493","67901123","32631","-"
"chr1","67868493","67901123","32631","-"
"chr1","67868493","67901123","32631","-"
"chr1","68934835","68967904","33070","-"
"chr1","68292971","68673670","380700","+"
"chr1","68586041","68703229","117189","-"
"chr1","68934835","68967904","33070","-"
"chr1","68162149","68304155","142007","-"
"chr1","68586041","68703284","117244","-"
"chr1","68559142","68703229","144088","-"
"chr1","70380005","70391000","10996","+"
"chr1","70719685","70825417","105733","-"
"chr1","70605485","70676361","70877","-"
"chr1","71413115","71518491","105377","-"
"chr1","71313036","71518491","205456","-"
"chr1","71313036","71518491","205456","-"
"chr1","71313036","71518491","205456","-"
"chr1","71413115","71518491","105377","-"
"chr1","71313036","71518491","205456","-"
"chr1","71542007","71708406","166400","+"
"chr1","71313036","71518491","205456","-"
"chr1","71313036","71518491","205456","-"
"chr1","73766853","73809560","42708","+"
"chr1","74486702","74668871","182170","-"
"chr1","74696071","75015116","319046","+"
"chr1","74658896","75015116","356221","+"
"chr1","74658896","74935609","276714","+"
"chr1","75028795","75144422","115628","-"
"chr1","75667075","76081799","414725","-"
"chr1","76257556","76383923","126368","+"
"chr1","75662816","76081799","418984","-"
"chr1","77328186","77534737","206552","+"
"chr1","78349200","78414578","65379","+"
"chr1","77742662","78030654","287993","+"
"chr1","78025190","78153343","128154","-"
"chr1","78240309","78350225","109917","+"
"chr1","78349200","78414578","65379","+"
"chr1","77743287","78030654","287368","+"
"chr1","78506589","78608112","101524","+"
"chr1","78240309","78350225","109917","+"
"chr1","78690283","78840147","149865","+"
"chr1","79350449","79477495","127047","-"
"chr1","82261082","82463107","202026","+"
"chr1","84254598","84384059","129462","-"
"chr1","84604952","84709181","104230","+"
"chr1","84763334","84821481","58148","+"
"chr1","84538745","84709181","170437","+"
"chr1","84642343","84709181","66839","+"
"chr1","84330057","84469833","139777","-"
"chr1","84759049","84821481","62433","+"
"chr1","84625649","84709181","83533","+"
"chr1","84625649","84709181","83533","+"
"chr1","84625065","84709181","84117","+"
"chr1","84625065","84709181","84117","+"
"chr1","84625065","84709181","84117","+"
"chr1","84762289","84821481","59193","+"
"chr1","85710637","85730355","19719","-"
"chr1","85779168","85935889","156722","-"
"chr1","85522981","85603821","80841","+"
"chr1","85274086","85363896","89811","-"
"chr1","85522981","85603821","80841","+"
"chr1","85386266","85467796","81531","-"
"chr1","85710637","85730355","19719","-"
"chr1","86884769","86927240","42472","+"
"chr1","86189916","86627121","437206","-"
"chr1","87375335","87569125","193791","+"
"chr1","87375335","87580681","205347","+"
"chr1","87673352","87722014","48663","+"
"chr1","89985397","90068420","83024","+"
"chr1","90019272","90068420","49149","+"
"chr1","89512987","89536043","23057","-"
"chr1","89144922","89306938","162017","+"
"chr1","89641831","89669633","27803","-"
"chr1","90282480","90406989","124510","+"
"chr1","90281573","90406989","125417","+"
"chr1","91721323","91875426","154104","-"
"chr1","92759522","92858732","99211","+"
"chr1","92969253","93262961","293709","-"
"chr1","93539792","93609638","69847","+"
"chr1","93908688","94025218","116531","+"
"chr1","93908688","94025218","116531","+"
"chr1","94022343","94152394","130052","-"
"chr1","94022343","94151926","129584","-"
"chr1","93539792","93609638","69847","+"
"chr1","93539792","93609638","69847","+"
"chr1","94022343","94317706","295364","-"
"chr1","93539792","93609638","69847","+"
"chr1","93908688","94025218","116531","+"
"chr1","93641273","93749287","108015","+"
"chr1","95280898","95365803","84906","+"
"chr1","94878933","94989219","110287","+"
"chr1","95280898","95365803","84906","+"
"chr1","95281100","95365803","84704","+"
"chr1","94453394","94591705","138312","-"
"chr1","94878933","94949260","70328","+"
"chr1","95280898","95365803","84906","+"
"chr1","95280898","95365803","84906","+"
"chr1","95280898","95365803","84906","+"
"chr1","95118089","95290837","172749","-"
"chr1","95578479","95715509","137031","+"
"chr1","95935293","95949912","14620","+"
"chr1","97182175","97285605","103431","+"
"chr1","96714625","96844681","130057","-"
"chr1","97556479","97793511","237033","+"
"chr1","98180314","98391615","211302","-"
"chr1","97538300","98391615","853316","-"
"chr1","99122236","99231056","108821","+"
"chr1","99122236","99231056","108821","+"
"chr1","99464832","99619408","154577","+"
"chr1","99122236","99231056","108821","+"
"chr1","98671267","98743214","71948","+"
"chr1","99724848","99780138","55291","+"
"chr1","100106431","100165097","58667","+"
"chr1","99724848","99780138","55291","+"
"chr1","100498789","100553929","55141","+"
"chr1","100813023","100970021","156999","+"
"chr1","101180196","101209601","29406","+"
"chr1","100813023","100955926","142904","+"
"chr1","101180196","101209601","29406","+"
"chr1","100813023","100990833","177811","+"
