"seqnames","start","end","width","strand"
"chr1","113243749","113249678","5930","-"
"chr1","113243749","113250025","6277","-"
"chr1","113243749","113250025","6277","-"
"chr1","112162405","112256101","93697","+"
"chr1","120454176","120612317","158142","-"
"chr1","118472372","118503049","30678","+"
"chr1","120477736","120612317","134582","-"
"chr1","145727666","145764206","36541","+"
"chr1","145293371","146466121","1172751","+"
"chr1","144614959","144830407","215449","+"
"chr1","145727666","145764206","36541","+"
"chr1","147574323","148346929","772607","-"
"chr1","149912229","149982686","70458","-"
"chr1","144614959","144830407","215449","+"
"chr1","145727666","145764206","36541","+"
"chr1","144614959","145370304","755346","+"
"chr1","147574323","148346929","772607","-"
"chr1","144614959","144830407","215449","+"
"chr1","147574323","148346929","772607","-"
"chr1","144614959","144830407","215449","+"
"chr1","148250250","149109725","859476","-"
"chr1","144146811","146467744","2320934","+"
"chr1","154127780","154150697","22918","-"
"chr1","154127780","154155725","27946","-"
"chr1","154127780","154155725","27946","-"
"chr1","154127780","154155725","27946","-"
"chr1","154127780","154155725","27946","-"
"chr1","154127780","154155725","27946","-"
"chr1","155183616","155197325","13710","-"
"chr1","154127780","154155725","27946","-"
"chr1","154127780","154155725","27946","-"
"chr1","154127780","154155725","27946","-"
"chr1","154134289","154164611","30323","-"
"chr1","156219015","156252620","33606","-"
"chr1","161475205","161489360","14156","+"
"chr1","161475205","161489360","14156","+"
"chr1","164528597","164821060","292464","+"
"chr1","164528597","164821060","292464","+"
"chr1","164528597","164821060","292464","+"
"chr1","165667987","165679199","11213","+"
"chr1","171810618","172102532","291915","+"
"chr1","170904636","170967946","63311","+"
"chr1","171810618","172381857","571240","+"
"chr1","170904612","171033906","129295","+"
"chr1","171810618","172381857","571240","+"
"chr1","173010360","173020103","9744","-"
"chr1","175036994","175117202","80209","+"
"chr1","179262849","179327814","64966","+"
"chr1","183441506","183523328","81823","+"
"chr1","180257352","180472022","214671","-"
"chr1","183441506","183523328","81823","+"
"chr1","178062864","178448648","385785","+"
"chr1","182419256","182529732","110477","+"
"chr1","177140633","177251558","110926","+"
"chr1","183441506","183523328","81823","+"
"chr1","183441506","183523328","81823","+"
"chr1","179262849","179327814","64966","+"
"chr1","179262849","179327814","64966","+"
"chr1","179262849","179327814","64966","+"
"chr1","186640944","186649559","8616","-"
"chr1","197122814","197169672","46859","-"
"chr1","198126108","198291548","165441","+"
"chr1","206516200","206637783","121584","+"
"chr1","206516200","206581301","65102","+"
"chr1","206557367","206580068","22702","+"
"chr1","206516200","206637783","121584","+"
"chr1","202317830","202557697","239868","+"
"chr1","202317830","202407370","89541","+"
"chr1","202317830","202407370","89541","+"
"chr1","206516200","206580070","63871","+"
"chr1","210501596","210849638","348043","+"
"chr1","210502250","210849638","347389","+"
"chr1","210502250","210849638","347389","+"
"chr1","210502640","210849638","346999","+"
"chr1","210501596","210849638","348043","+"
"chr1","215796236","216596738","800503","-"
"chr1","216676588","217113015","436428","-"
"chr1","216676588","217113017","436430","-"
"chr1","212859759","212873327","13569","-"
"chr1","216676588","217250312","573725","-"
"chr1","216676588","217113015","436428","-"
"chr1","216676588","217113017","436430","-"
"chr1","216676588","217311097","634510","-"
"chr1","210502250","210849638","347389","+"
"chr1","216676588","217262987","586400","-"
"chr1","216676588","217262987","586400","-"
"chr1","216676588","217250312","573725","-"
"chr1","216676588","217262987","586400","-"
"chr1","216676588","217263196","586609","-"
"chr1","220141942","220220000","78059","-"
"chr1","225117356","225586996","469641","+"
"chr1","220046619","220292777","246159","+"
"chr1","231664399","231954990","290592","+"
"chr1","231664399","231954990","290592","+"
"chr1","231664399","231838307","173909","+"
"chr1","231727038","231747836","20799","-"
"chr1","228581377","228594517","13141","-"
"chr1","229577044","229644088","67045","-"
"chr1","231664399","231954990","290592","+"
"chr1","231664399","231954990","290592","+"
"chr1","231664399","231954990","290592","+"
"chr1","231664399","232177019","512621","+"
"chr1","231664399","231886365","221967","+"
"chr1","240938814","241520530","581717","-"
"chr1","235824331","236030227","205897","-"
"chr1","240938814","241520530","581717","-"
"chr1","240938814","241520530","581717","-"
"chr1","240938814","241520530","581717","-"
"chr1","236958581","237067281","108701","+"
"chr1","238025475","238091619","66145","+"
"chr1","247463622","247495045","31424","-"
"chr1","245912642","246580714","668073","-"
"chr1","245912642","246670644","758003","-"
"chr1","245318287","245866428","548142","+"
"chr1","248512077","248513015","939","+"
"chr1","762971","794826","31856","+"
"chr1","763178","794826","31649","+"
"chr1","762971","794826","31856","+"
"chr1","762971","794826","31856","+"
"chr1","762971","794826","31856","+"
"chr1","762971","794826","31856","+"
"chr1","762971","794826","31856","+"
"chr1","762971","794826","31856","+"
"chr1","1682671","1709909","27239","-"
"chr1","1570603","1655859","85257","-"
"chr1","1571100","1655775","84676","-"
"chr1","1570603","1655859","85257","-"
"chr1","1570603","1655859","85257","-"
"chr1","1682671","1710297","27627","-"
"chr1","1571100","1655775","84676","-"
"chr1","1682671","1711508","28838","-"
"chr1","1570603","1655859","85257","-"
"chr1","1571100","1655775","84676","-"
"chr1","1570603","1655859","85257","-"
"chr1","1309110","1310818","1709","-"
"chr1","1177826","1182102","4277","-"
"chr1","1570603","1655859","85257","-"
"chr1","2487805","2495267","7463","+"
"chr1","2160134","2241652","81519","+"
"chr1","2572807","2706230","133424","-"
"chr1","3773831","3801993","28163","+"
"chr1","3773831","3801993","28163","+"
"chr1","3668965","3688209","19245","+"
"chr1","3404506","3528059","123554","-"
"chr1","3773831","3801993","28163","+"
"chr1","4715105","4843851","128747","+"
"chr1","4715105","4837854","122750","+"
"chr1","6094348","6161253","66906","+"
"chr1","5922870","6052533","129664","-"
"chr1","6052358","6161253","108896","+"
"chr1","6086073","6161253","75181","+"
"chr1","6086073","6161253","75181","+"
"chr1","6106174","6161253","55080","+"
"chr1","6105981","6161253","55273","+"
"chr1","6324332","6453826","129495","-"
"chr1","6845384","6948261","102878","+"
"chr1","6324332","6445883","121552","-"
"chr1","6845384","6948261","102878","+"
"chr1","6526152","6557484","31333","-"
"chr1","6526152","6557156","31005","-"
"chr1","6526152","6580121","53970","-"
"chr1","7844489","7905240","60752","+"
"chr1","7844489","7905240","60752","+"
"chr1","7844489","7905240","60752","+"
"chr1","7975931","8003225","27295","-"
"chr1","7844489","7905240","60752","+"
"chr1","7844489","7905240","60752","+"
"chr1","9299903","9331394","31492","+"
"chr1","9294863","9331394","36532","+"
"chr1","8412464","8877699","465236","-"
"chr1","9164476","9189229","24754","-"
"chr1","8412464","8877699","465236","-"
"chr1","9789079","9884550","95472","-"
"chr1","9908334","9970316","61983","-"
"chr1","10093041","10241296","148256","+"
"chr1","10270764","10368655","97892","+"
"chr1","10270764","10441661","170898","+"
"chr1","10093041","10241296","148256","+"
"chr1","9789079","9884550","95472","-"
"chr1","9908334","9970316","61983","-"
"chr1","11126676","11159938","33263","-"
"chr1","10535003","10690815","155813","+"
"chr1","10707263","10856733","149471","-"
"chr1","11006530","11042094","35565","-"
"chr1","11166588","11322608","156021","-"
"chr1","10696666","10856733","160068","-"
"chr1","11126676","11159938","33263","-"
"chr1","12290113","12572098","281986","+"
"chr1","11796142","11810828","14687","+"
"chr1","11796142","11810828","14687","+"
"chr1","12123434","12204264","80831","+"
"chr1","12040238","12073572","33335","+"
"chr1","12040238","12073572","33335","+"
"chr1","12290113","12572098","281986","+"
"chr1","12123434","12204264","80831","+"
"chr1","11796142","11810828","14687","+"
"chr1","11796142","11810828","14687","+"
"chr1","11796142","11810828","14687","+"
"chr1","12704566","12727097","22532","+"
"chr1","15573768","15724622","150855","+"
"chr1","15438311","15478960","40650","-"
"chr1","14925213","15444544","519332","+"
"chr1","15256296","15394651","138356","+"
"chr1","14925213","15394651","469439","+"
"chr1","15272415","15394651","122237","+"
"chr1","15250625","15394651","144027","+"
"chr1","16576559","16678948","102390","-"
"chr1","15853308","15898228","44921","+"
"chr1","16174359","16266950","92592","+"
"chr1","15853308","15898228","44921","+"
"chr1","15853308","15898228","44921","+"
"chr1","16888922","16940100","51179","-"
"chr1","17017713","17046652","28940","-"
"chr1","17300999","17307173","6175","-"
"chr1","17300999","17308081","7083","-"
"chr1","17300999","17307173","6175","-"
"chr1","17393256","17445948","52693","-"
"chr1","17300999","17308081","7083","-"
"chr1","17531621","17572501","40881","+"
"chr1","18434240","18704977","270738","+"
"chr1","17866330","18024370","158041","+"
"chr1","18081808","18153558","71751","+"
"chr1","17907048","18024370","117323","+"
"chr1","19665267","19812135","146869","-"
"chr1","19230774","19282826","52053","-"
"chr1","19401000","19536746","135747","-"
"chr1","19665267","19812135","146869","-"
"chr1","18957500","19062632","105133","+"
"chr1","18957500","19062632","105133","+"
"chr1","18957500","19075360","117861","+"
"chr1","19665267","19812135","146869","-"
"chr1","19665267","19811201","145935","-"
"chr1","20686294","20755287","68994","-"
"chr1","20008706","20126410","117705","-"
"chr1","21835858","21904905","69048","+"
"chr1","21267738","21501251","233514","-"
"chr1","21543740","21672034","128295","-"
"chr1","21835858","21904905","69048","+"
"chr1","21069171","21113181","44011","-"
"chr1","21132785","21437876","305092","-"
"chr1","21132785","21503381","370597","-"
"chr1","21132785","21503381","370597","-"
"chr1","21835858","21904905","69048","+"
"chr1","22778344","22857650","79307","+"
"chr1","22778344","22857650","79307","+"
"chr1","22379120","22417296","38177","+"
"chr1","22138758","22151714","12957","+"
"chr1","22379120","22419436","40317","+"
"chr1","22148737","22263750","115014","-"
"chr1","22379120","22419436","40317","+"
"chr1","23410516","23495351","84836","-"
"chr1","23832920","23857712","24793","-"
"chr1","23707555","23751261","43707","-"
"chr1","23410516","23495351","84836","-"
"chr1","24480647","24513765","33119","-"
"chr1","24742245","24799473","57229","+"
"chr1","24480647","24513765","33119","-"
"chr1","24480647","24513765","33119","-"
"chr1","24882567","24935818","53252","+"
"chr1","25943959","26112698","168740","+"
"chr1","25757349","25826698","69350","+"
"chr1","25943959","26112698","168740","+"
"chr1","25688740","25747363","58624","-"
"chr1","25757349","25826698","69350","+"
"chr1","25688740","25747363","58624","-"
"chr1","25688740","25747363","58624","-"
"chr1","25688740","25747363","58624","-"
"chr1","26737269","26756219","18951","+"
"chr1","26856249","26901520","45272","+"
"chr1","26606213","26608013","1801","+"
"chr1","27730734","27816678","85945","-"
"chr1","27860756","27930143","69388","-"
"chr1","27648636","27662891","14256","+"
"chr1","27648636","27662891","14256","+"
"chr1","27648636","27662891","14256","+"
"chr1","27648636","27662891","14256","+"
"chr1","27730734","27816678","85945","-"
"chr1","28929609","28969604","39996","-"
"chr1","28929609","28969604","39996","-"
"chr1","28832455","28837404","4950","+"
"chr1","28832455","28865708","33254","+"
"chr1","28696093","28826881","130789","+"
"chr1","28832455","28837404","4950","+"
"chr1","28832455","28865708","33254","+"
"chr1","28832455","28865708","33254","+"
"chr1","29563028","29653325","90298","+"
"chr1","29563028","29653325","90298","+"
"chr1","29563028","29653325","90298","+"
"chr1","29563028","29653325","90298","+"
"chr1","29474250","29508637","34388","-"
"chr1","31191619","31199593","7975","+"
"chr1","31184124","31196432","12309","-"
"chr1","32372022","32385259","13238","-"
"chr1","32372022","32385259","13238","-"
"chr1","32372022","32403988","31967","-"
"chr1","33145507","33168361","22855","-"
"chr1","32757708","32799224","41517","+"
"chr1","33402050","33430286","28237","-"
"chr1","33145507","33168361","22855","-"
"chr1","33283043","33324480","41438","+"
"chr1","33283119","33324480","41362","+"
"chr1","33402050","33430286","28237","-"
"chr1","32573644","32642168","68525","+"
"chr1","33004772","33071542","66771","+"
"chr1","33789224","33841194","51971","-"
"chr1","33938232","33961995","23764","+"
"chr1","34334557","34351059","16503","+"
"chr1","36396683","36522063","125381","+"
"chr1","36396683","36522063","125381","+"
"chr1","35734568","35887545","152978","+"
"chr1","36273828","36323490","49663","+"
"chr1","35899091","36023037","123947","-"
"chr1","36038971","36060927","21957","+"
"chr1","36805220","36851528","46309","-"
"chr1","37261128","37499844","238717","-"
"chr1","36805220","36851528","46309","-"
"chr1","36805220","36851528","46309","-"
"chr1","38000050","38019945","19896","-"
"chr1","38268614","38273865","5252","-"
"chr1","38326369","38412729","86361","-"
"chr1","39303869","39325495","21627","-"
"chr1","39303869","39325495","21627","-"
"chr1","40627041","40706593","79553","+"
"chr1","40223903","40254533","30631","-"
"chr1","39957318","39995541","38224","+"
"chr1","41492871","41707815","214945","-"
"chr1","41249684","41306124","56441","+"
"chr1","41492871","41707815","214945","-"
"chr1","41249684","41306124","56441","+"
"chr1","41492871","41625605","132735","-"
"chr1","41492871","41707815","214945","-"
"chr1","41492871","41707815","214945","-"
"chr1","41492871","41628689","135819","-"
"chr1","41154752","41157933","3182","-"
"chr1","41492871","41627104","134234","-"
"chr1","42642210","42800886","158677","-"
"chr1","42642210","42800636","158427","-"
"chr1","42642210","42801548","159339","-"
"chr1","42312860","42501596","188737","-"
"chr1","42312860","42384496","71637","-"
"chr1","41972036","42384378","412343","-"
"chr1","42846468","42889900","43433","+"
"chr1","41972036","42384378","412343","-"
"chr1","42642210","42800903","158694","-"
"chr1","43638001","43676549","38549","+"
"chr1","43253661","43263901","10241","+"
"chr1","43638001","43720029","82029","+"
"chr1","43766566","43788781","22216","+"
"chr1","43855556","43919918","64363","+"
"chr1","43638001","43676549","38549","+"
"chr1","43766566","43788781","22216","+"
"chr1","44173204","44396837","223634","+"
"chr1","44173204","44396837","223634","+"
"chr1","44173204","44396837","223634","+"
"chr1","44173204","44396837","223634","+"
"chr1","44173204","44396837","223634","+"
"chr1","44173204","44396837","223634","+"
"chr1","44173204","44396837","223634","+"
"chr1","44173204","44396837","223634","+"
"chr1","44173204","44396837","223634","+"
"chr1","44173204","44396837","223634","+"
"chr1","44173204","44396837","223634","+"
"chr1","44173204","44396837","223634","+"
"chr1","44173204","44396837","223634","+"
"chr1","44173204","44396837","223634","+"
"chr1","44173204","44396837","223634","+"
"chr1","44173204","44396837","223634","+"
"chr1","44173204","44396837","223634","+"
"chr1","44173204","44396837","223634","+"
"chr1","44412478","44433694","21217","+"
"chr1","44686742","44820939","134198","-"
"chr1","44173204","44396837","223634","+"
"chr1","44165409","44173012","7604","-"
"chr1","44173204","44396837","223634","+"
"chr1","44173204","44396837","223634","+"
"chr1","44173204","44396837","223634","+"
"chr1","44173204","44396837","223634","+"
"chr1","44173204","44396837","223634","+"
"chr1","44173204","44396837","223634","+"
"chr1","44688267","44709955","21689","-"
"chr1","45809555","45956840","147286","-"
"chr1","45340201","45452394","112194","-"
"chr1","45316194","45452394","136201","-"
"chr1","45205490","45233438","27949","+"
"chr1","45482076","45672250","190175","-"
"chr1","45316194","45452394","136201","-"
"chr1","47023079","47069966","46888","-"
"chr1","47023079","47069966","46888","-"
"chr1","46505812","46598708","92897","-"
"chr1","47023079","47069966","46888","-"
"chr1","47023079","47069966","46888","-"
"chr1","46654353","46664121","9769","-"
"chr1","46269285","46501796","232512","+"
"chr1","46505812","46598380","92569","-"
"chr1","47023079","47069966","46888","-"
"chr1","46654353","46685977","31625","-"
"chr1","46654353","46663171","8819","-"
"chr1","46654353","46663171","8819","-"
"chr1","47799469","47844511","45043","+"
"chr1","47799469","47844511","45043","+"
"chr1","47799469","47844511","45043","+"
"chr1","47308767","47366147","57381","-"
"chr1","47533160","47583992","50833","+"
"chr1","48761044","48937880","176837","-"
"chr1","48761044","48937880","176837","-"
"chr1","48761044","48937880","176837","-"
"chr1","48567387","48648100","80714","-"
"chr1","50574594","50667540","92947","+"
"chr1","50571964","50667540","95577","+"
"chr1","50513686","50667540","153855","+"
"chr1","50569582","50667540","97959","+"
"chr1","50574594","50667540","92947","+"
"chr1","52082546","52254891","172346","+"
"chr1","52082546","52254891","172346","+"
"chr1","51752930","51787938","35009","-"
"chr1","52082546","52254891","172346","+"
"chr1","52254866","52344609","89744","-"
"chr1","51819935","51984995","165061","-"
"chr1","51752930","51810785","57856","-"
"chr1","52082546","52254891","172346","+"
"chr1","52254866","52344609","89744","-"
"chr1","52082546","52254891","172346","+"
"chr1","52254866","52343712","88847","-"
"chr1","52607766","52812358","204593","+"
"chr1","53192131","53293013","100883","+"
"chr1","52816265","52831877","15613","-"
"chr1","52888948","53018762","129815","-"
"chr1","52607766","52812358","204593","+"
"chr1","52888948","53018762","129815","-"
"chr1","53308183","53360247","52065","+"
"chr1","54387234","54411288","24055","-"
"chr1","53708041","53793821","85781","-"
"chr1","53708041","53793821","85781","-"
"chr1","53971906","54199877","227972","-"
"chr1","54231134","54304225","73092","-"
"chr1","54231134","54304225","73092","-"
"chr1","53708041","53793821","85781","-"
"chr1","54231134","54304225","73092","-"
"chr1","53708041","53793821","85781","-"
"chr1","54638027","54665746","27720","-"
"chr1","55013807","55076005","62199","+"
"chr1","55013807","55100417","86611","+"
"chr1","54691104","54872068","180965","-"
"chr1","55107413","55208328","100916","+"
"chr1","55107413","55208328","100916","+"
"chr1","55107413","55208328","100916","+"
"chr1","54691104","54872068","180965","-"
"chr1","54691104","54872068","180965","-"
"chr1","57110990","57181008","70019","+"
"chr1","56960419","57045257","84839","-"
"chr1","57184477","57285369","100893","-"
"chr1","57394883","57431813","36931","-"
"chr1","57394883","57431813","36931","-"
"chr1","57394883","57431813","36931","-"
"chr1","58326215","58328786","2572","+"
"chr1","58326215","58328786","2572","+"
"chr1","58326215","58328654","2440","+"
"chr1","58326215","58328786","2572","+"
"chr1","58946391","59012446","66056","-"
"chr1","59486148","59553919","67772","+"
"chr1","59775750","60228402","452653","+"
"chr1","60280533","60342050","61518","+"
"chr1","59981301","60228402","247102","+"
"chr1","61125303","61291256","165954","-"
"chr1","62208149","62629591","421443","+"
"chr1","62701837","62785083","83247","-"
"chr1","63249777","63330941","81165","+"
"chr1","63249777","63330941","81165","+"
"chr1","62920397","63154039","233643","-"
"chr1","63624754","63782901","158148","-"
"chr1","62920397","63154039","233643","-"
"chr1","62920397","63154039","233643","-"
"chr1","62920397","63154039","233643","-"
"chr1","64059480","64125916","66437","+"
"chr1","64088887","64125916","37030","+"
"chr1","64239690","64609052","369363","+"
"chr1","64239690","64647179","407490","+"
"chr1","64058947","64125916","66970","+"
"chr1","65210778","65298914","88137","+"
"chr1","65775218","65881552","106335","+"
"chr1","65613850","65697828","83979","+"
"chr1","65730377","65881552","151176","+"
"chr1","65730377","65881552","151176","+"
"chr1","65298906","65432187","133282","-"
"chr1","65613232","65697828","84597","+"
"chr1","65613513","65697828","84316","+"
"chr1","66258856","66840262","581407","+"
"chr1","66258193","66840262","582070","+"
"chr1","66458390","66840262","381873","+"
"chr1","67303282","67390570","87289","-"
"chr1","67873493","67896123","22631","-"
"chr1","67218140","67244730","26591","+"
"chr1","67465015","67520080","55066","-"
"chr1","67278572","67390570","111999","-"
"chr1","67632169","67725650","93482","+"
"chr1","67873493","67896123","22631","-"
"chr1","67873493","67896123","22631","-"
"chr1","67873493","67896123","22631","-"
"chr1","68939835","68962904","23070","-"
"chr1","68297971","68668670","370700","+"
"chr1","68591041","68698229","107189","-"
"chr1","68939835","68962904","23070","-"
"chr1","68167149","68299155","132007","-"
"chr1","68591041","68698284","107244","-"
"chr1","68564142","68698229","134088","-"
"chr1","70385005","70386000","996","+"
"chr1","70724685","70820417","95733","-"
"chr1","70610485","70671361","60877","-"
"chr1","71418115","71513491","95377","-"
"chr1","71318036","71513491","195456","-"
"chr1","71318036","71513491","195456","-"
"chr1","71318036","71513491","195456","-"
"chr1","71418115","71513491","95377","-"
"chr1","71318036","71513491","195456","-"
"chr1","71547007","71703406","156400","+"
"chr1","71318036","71513491","195456","-"
"chr1","71318036","71513491","195456","-"
"chr1","73771853","73804560","32708","+"
"chr1","74491702","74663871","172170","-"
"chr1","74701071","75010116","309046","+"
"chr1","74663896","75010116","346221","+"
"chr1","74663896","74930609","266714","+"
"chr1","75033795","75139422","105628","-"
"chr1","75672075","76076799","404725","-"
"chr1","76262556","76378923","116368","+"
"chr1","75667816","76076799","408984","-"
"chr1","77333186","77529737","196552","+"
"chr1","78354200","78409578","55379","+"
"chr1","77747662","78025654","277993","+"
"chr1","78030190","78148343","118154","-"
"chr1","78245309","78345225","99917","+"
"chr1","78354200","78409578","55379","+"
"chr1","77748287","78025654","277368","+"
"chr1","78511589","78603112","91524","+"
"chr1","78245309","78345225","99917","+"
"chr1","78695283","78835147","139865","+"
"chr1","79355449","79472495","117047","-"
"chr1","82266082","82458107","192026","+"
"chr1","84259598","84379059","119462","-"
"chr1","84609952","84704181","94230","+"
"chr1","84768334","84816481","48148","+"
"chr1","84543745","84704181","160437","+"
"chr1","84647343","84704181","56839","+"
"chr1","84335057","84464833","129777","-"
"chr1","84764049","84816481","52433","+"
"chr1","84630649","84704181","73533","+"
"chr1","84630649","84704181","73533","+"
"chr1","84630065","84704181","74117","+"
"chr1","84630065","84704181","74117","+"
"chr1","84630065","84704181","74117","+"
"chr1","84767289","84816481","49193","+"
"chr1","85715637","85725355","9719","-"
"chr1","85784168","85930889","146722","-"
"chr1","85527981","85598821","70841","+"
"chr1","85279086","85358896","79811","-"
"chr1","85527981","85598821","70841","+"
"chr1","85391266","85462796","71531","-"
"chr1","85715637","85725355","9719","-"
"chr1","86889769","86922240","32472","+"
"chr1","86194916","86622121","427206","-"
"chr1","87380335","87564125","183791","+"
"chr1","87380335","87575681","195347","+"
"chr1","87678352","87717014","38663","+"
"chr1","89990397","90063420","73024","+"
"chr1","90024272","90063420","39149","+"
"chr1","89517987","89531043","13057","-"
"chr1","89149922","89301938","152017","+"
"chr1","89646831","89664633","17803","-"
"chr1","90287480","90401989","114510","+"
"chr1","90286573","90401989","115417","+"
"chr1","91726323","91870426","144104","-"
"chr1","92764522","92853732","89211","+"
"chr1","92974253","93257961","283709","-"
"chr1","93544792","93604638","59847","+"
"chr1","93913688","94020218","106531","+"
"chr1","93913688","94020218","106531","+"
"chr1","94027343","94147394","120052","-"
"chr1","94027343","94146926","119584","-"
"chr1","93544792","93604638","59847","+"
"chr1","93544792","93604638","59847","+"
"chr1","94027343","94312706","285364","-"
"chr1","93544792","93604638","59847","+"
"chr1","93913688","94020218","106531","+"
"chr1","93646273","93744287","98015","+"
"chr1","95285898","95360803","74906","+"
"chr1","94883933","94984219","100287","+"
"chr1","95285898","95360803","74906","+"
"chr1","95286100","95360803","74704","+"
"chr1","94458394","94586705","128312","-"
"chr1","94883933","94944260","60328","+"
"chr1","95285898","95360803","74906","+"
"chr1","95285898","95360803","74906","+"
"chr1","95285898","95360803","74906","+"
"chr1","95123089","95285837","162749","-"
"chr1","95583479","95710509","127031","+"
"chr1","95940293","95944912","4620","+"
"chr1","97187175","97280605","93431","+"
"chr1","96719625","96839681","120057","-"
"chr1","97561479","97788511","227033","+"
"chr1","98185314","98386615","201302","-"
"chr1","97543300","98386615","843316","-"
"chr1","99127236","99226056","98821","+"
"chr1","99127236","99226056","98821","+"
"chr1","99469832","99614408","144577","+"
"chr1","99127236","99226056","98821","+"
"chr1","98676267","98738214","61948","+"
"chr1","99729848","99775138","45291","+"
"chr1","100111431","100160097","48667","+"
"chr1","99729848","99775138","45291","+"
"chr1","100503789","100548929","45141","+"
"chr1","100818023","100965021","146999","+"
"chr1","101185196","101204601","19406","+"
"chr1","100818023","100950926","132904","+"
"chr1","101185196","101204601","19406","+"
"chr1","100818023","100985833","167811","+"
