"seqnames","start","end","width","strand"
"chr1","17302173","17312173","10001","-"
"chr1","17303081","17313081","10001","-"
"chr1","17302173","17312173","10001","-"
"chr1","17440948","17450948","10001","-"
"chr1","17303081","17313081","10001","-"
"chr1","17526621","17536621","10001","+"
"chr1","18429240","18439240","10001","+"
"chr1","17861330","17871330","10001","+"
"chr1","18076808","18086808","10001","+"
"chr1","17902048","17912048","10001","+"
"chr1","19807135","19817135","10001","-"
"chr1","19277826","19287826","10001","-"
"chr1","19531746","19541746","10001","-"
"chr1","19807135","19817135","10001","-"
"chr1","18952500","18962500","10001","+"
"chr1","18952500","18962500","10001","+"
"chr1","18952500","18962500","10001","+"
"chr1","19807135","19817135","10001","-"
"chr1","19806201","19816201","10001","-"
"chr1","20750287","20760287","10001","-"
"chr1","20121410","20131410","10001","-"
"chr1","21830858","21840858","10001","+"
"chr1","21496251","21506251","10001","-"
"chr1","21667034","21677034","10001","-"
"chr1","21830858","21840858","10001","+"
"chr1","21108181","21118181","10001","-"
"chr1","21432876","21442876","10001","-"
"chr1","21498381","21508381","10001","-"
"chr1","21498381","21508381","10001","-"
"chr1","21830858","21840858","10001","+"
"chr1","22773344","22783344","10001","+"
"chr1","22773344","22783344","10001","+"
"chr1","22374120","22384120","10001","+"
"chr1","22133758","22143758","10001","+"
"chr1","22374120","22384120","10001","+"
"chr1","22258750","22268750","10001","-"
"chr1","22374120","22384120","10001","+"
"chr1","23490351","23500351","10001","-"
"chr1","23852712","23862712","10001","-"
"chr1","23746261","23756261","10001","-"
"chr1","23490351","23500351","10001","-"
"chr1","24508765","24518765","10001","-"
"chr1","24737245","24747245","10001","+"
"chr1","24508765","24518765","10001","-"
"chr1","24508765","24518765","10001","-"
"chr1","24877567","24887567","10001","+"
"chr1","25938959","25948959","10001","+"
"chr1","25752349","25762349","10001","+"
"chr1","25938959","25948959","10001","+"
"chr1","25742363","25752363","10001","-"
"chr1","25752349","25762349","10001","+"
"chr1","25742363","25752363","10001","-"
"chr1","25742363","25752363","10001","-"
"chr1","25742363","25752363","10001","-"
"chr1","26732269","26742269","10001","+"
"chr1","26851249","26861249","10001","+"
"chr1","26601213","26611213","10001","+"
"chr1","27811678","27821678","10001","-"
"chr1","27925143","27935143","10001","-"
"chr1","27643636","27653636","10001","+"
"chr1","27643636","27653636","10001","+"
"chr1","27643636","27653636","10001","+"
"chr1","27643636","27653636","10001","+"
"chr1","27811678","27821678","10001","-"
"chr1","28964604","28974604","10001","-"
"chr1","28964604","28974604","10001","-"
"chr1","28827455","28837455","10001","+"
"chr1","28827455","28837455","10001","+"
"chr1","28691093","28701093","10001","+"
"chr1","28827455","28837455","10001","+"
"chr1","28827455","28837455","10001","+"
"chr1","28827455","28837455","10001","+"
"chr1","29558028","29568028","10001","+"
"chr1","29558028","29568028","10001","+"
"chr1","29558028","29568028","10001","+"
"chr1","29558028","29568028","10001","+"
"chr1","29503637","29513637","10001","-"
"chr1","31186619","31196619","10001","+"
"chr1","31191432","31201432","10001","-"
"chr1","32380259","32390259","10001","-"
"chr1","32380259","32390259","10001","-"
"chr1","32398988","32408988","10001","-"
"chr1","33163361","33173361","10001","-"
"chr1","32752708","32762708","10001","+"
"chr1","33425286","33435286","10001","-"
"chr1","33163361","33173361","10001","-"
"chr1","33278043","33288043","10001","+"
"chr1","33278119","33288119","10001","+"
"chr1","33425286","33435286","10001","-"
"chr1","32568644","32578644","10001","+"
"chr1","32999772","33009772","10001","+"
"chr1","33836194","33846194","10001","-"
"chr1","33933232","33943232","10001","+"
"chr1","34329557","34339557","10001","+"
"chr1","36391683","36401683","10001","+"
"chr1","36391683","36401683","10001","+"
"chr1","35729568","35739568","10001","+"
"chr1","36268828","36278828","10001","+"
"chr1","36018037","36028037","10001","-"
"chr1","36033971","36043971","10001","+"
"chr1","36846528","36856528","10001","-"
"chr1","37494844","37504844","10001","-"
"chr1","36846528","36856528","10001","-"
"chr1","36846528","36856528","10001","-"
"chr1","38014945","38024945","10001","-"
"chr1","38268865","38278865","10001","-"
"chr1","38407729","38417729","10001","-"
"chr1","39320495","39330495","10001","-"
"chr1","39320495","39330495","10001","-"
"chr1","40622041","40632041","10001","+"
"chr1","40249533","40259533","10001","-"
"chr1","39952318","39962318","10001","+"
"chr1","41702815","41712815","10001","-"
"chr1","41244684","41254684","10001","+"
"chr1","41702815","41712815","10001","-"
"chr1","41244684","41254684","10001","+"
"chr1","41620605","41630605","10001","-"
"chr1","41702815","41712815","10001","-"
"chr1","41702815","41712815","10001","-"
"chr1","41623689","41633689","10001","-"
"chr1","41152933","41162933","10001","-"
"chr1","41622104","41632104","10001","-"
"chr1","42795886","42805886","10001","-"
"chr1","42795636","42805636","10001","-"
"chr1","42796548","42806548","10001","-"
"chr1","42496596","42506596","10001","-"
"chr1","42379496","42389496","10001","-"
"chr1","42379378","42389378","10001","-"
"chr1","42841468","42851468","10001","+"
"chr1","42379378","42389378","10001","-"
"chr1","42795903","42805903","10001","-"
"chr1","43633001","43643001","10001","+"
"chr1","43248661","43258661","10001","+"
"chr1","43633001","43643001","10001","+"
"chr1","43761566","43771566","10001","+"
"chr1","43850556","43860556","10001","+"
"chr1","43633001","43643001","10001","+"
"chr1","43761566","43771566","10001","+"
"chr1","44168204","44178204","10001","+"
"chr1","44168204","44178204","10001","+"
"chr1","44168204","44178204","10001","+"
"chr1","44168204","44178204","10001","+"
"chr1","44168204","44178204","10001","+"
"chr1","44168204","44178204","10001","+"
"chr1","44168204","44178204","10001","+"
"chr1","44168204","44178204","10001","+"
"chr1","44168204","44178204","10001","+"
"chr1","44168204","44178204","10001","+"
"chr1","44168204","44178204","10001","+"
"chr1","44168204","44178204","10001","+"
"chr1","44168204","44178204","10001","+"
"chr1","44168204","44178204","10001","+"
"chr1","44168204","44178204","10001","+"
"chr1","44168204","44178204","10001","+"
"chr1","44168204","44178204","10001","+"
"chr1","44168204","44178204","10001","+"
"chr1","44407478","44417478","10001","+"
"chr1","44815939","44825939","10001","-"
"chr1","44168204","44178204","10001","+"
"chr1","44168012","44178012","10001","-"
"chr1","44168204","44178204","10001","+"
"chr1","44168204","44178204","10001","+"
"chr1","44168204","44178204","10001","+"
"chr1","44168204","44178204","10001","+"
"chr1","44168204","44178204","10001","+"
"chr1","44168204","44178204","10001","+"
"chr1","44704955","44714955","10001","-"
"chr1","45951840","45961840","10001","-"
"chr1","45447394","45457394","10001","-"
"chr1","45447394","45457394","10001","-"
"chr1","45200490","45210490","10001","+"
"chr1","45667250","45677250","10001","-"
"chr1","45447394","45457394","10001","-"
"chr1","47064966","47074966","10001","-"
"chr1","47064966","47074966","10001","-"
"chr1","46593708","46603708","10001","-"
"chr1","47064966","47074966","10001","-"
"chr1","47064966","47074966","10001","-"
"chr1","46659121","46669121","10001","-"
"chr1","46264285","46274285","10001","+"
"chr1","46593380","46603380","10001","-"
"chr1","47064966","47074966","10001","-"
"chr1","46680977","46690977","10001","-"
"chr1","46658171","46668171","10001","-"
"chr1","46658171","46668171","10001","-"
"chr1","47794469","47804469","10001","+"
"chr1","47794469","47804469","10001","+"
"chr1","47794469","47804469","10001","+"
"chr1","47361147","47371147","10001","-"
"chr1","47528160","47538160","10001","+"
"chr1","48932880","48942880","10001","-"
"chr1","48932880","48942880","10001","-"
"chr1","48932880","48942880","10001","-"
"chr1","48643100","48653100","10001","-"
"chr1","50569594","50579594","10001","+"
"chr1","50566964","50576964","10001","+"
"chr1","50508686","50518686","10001","+"
"chr1","50564582","50574582","10001","+"
"chr1","50569594","50579594","10001","+"
"chr1","52077546","52087546","10001","+"
"chr1","52077546","52087546","10001","+"
"chr1","51782938","51792938","10001","-"
"chr1","52077546","52087546","10001","+"
"chr1","52339609","52349609","10001","-"
"chr1","51979995","51989995","10001","-"
"chr1","51805785","51815785","10001","-"
"chr1","52077546","52087546","10001","+"
"chr1","52339609","52349609","10001","-"
"chr1","52077546","52087546","10001","+"
"chr1","52338712","52348712","10001","-"
"chr1","52602766","52612766","10001","+"
"chr1","53187131","53197131","10001","+"
"chr1","52826877","52836877","10001","-"
"chr1","53013762","53023762","10001","-"
"chr1","52602766","52612766","10001","+"
"chr1","53013762","53023762","10001","-"
"chr1","53303183","53313183","10001","+"
"chr1","54406288","54416288","10001","-"
"chr1","53788821","53798821","10001","-"
"chr1","53788821","53798821","10001","-"
"chr1","54194877","54204877","10001","-"
"chr1","54299225","54309225","10001","-"
"chr1","54299225","54309225","10001","-"
"chr1","53788821","53798821","10001","-"
"chr1","54299225","54309225","10001","-"
"chr1","53788821","53798821","10001","-"
"chr1","54660746","54670746","10001","-"
"chr1","55008807","55018807","10001","+"
"chr1","55008807","55018807","10001","+"
"chr1","54867068","54877068","10001","-"
"chr1","55102413","55112413","10001","+"
"chr1","55102413","55112413","10001","+"
"chr1","55102413","55112413","10001","+"
"chr1","54867068","54877068","10001","-"
"chr1","54867068","54877068","10001","-"
"chr1","57105990","57115990","10001","+"
"chr1","57040257","57050257","10001","-"
"chr1","57280369","57290369","10001","-"
"chr1","57426813","57436813","10001","-"
"chr1","57426813","57436813","10001","-"
"chr1","57426813","57436813","10001","-"
"chr1","58321215","58331215","10001","+"
"chr1","58321215","58331215","10001","+"
"chr1","58321215","58331215","10001","+"
"chr1","58321215","58331215","10001","+"
"chr1","59007446","59017446","10001","-"
"chr1","59481148","59491148","10001","+"
"chr1","59770750","59780750","10001","+"
"chr1","60275533","60285533","10001","+"
"chr1","59976301","59986301","10001","+"
"chr1","61286256","61296256","10001","-"
"chr1","62203149","62213149","10001","+"
"chr1","62780083","62790083","10001","-"
"chr1","63244777","63254777","10001","+"
"chr1","63244777","63254777","10001","+"
"chr1","63149039","63159039","10001","-"
"chr1","63777901","63787901","10001","-"
"chr1","63149039","63159039","10001","-"
"chr1","63149039","63159039","10001","-"
"chr1","63149039","63159039","10001","-"
"chr1","64054480","64064480","10001","+"
"chr1","64083887","64093887","10001","+"
"chr1","64234690","64244690","10001","+"
"chr1","64234690","64244690","10001","+"
"chr1","64053947","64063947","10001","+"
"chr1","65205778","65215778","10001","+"
"chr1","65770218","65780218","10001","+"
"chr1","65608850","65618850","10001","+"
"chr1","65725377","65735377","10001","+"
"chr1","65725377","65735377","10001","+"
"chr1","65427187","65437187","10001","-"
"chr1","65608232","65618232","10001","+"
"chr1","65608513","65618513","10001","+"
"chr1","66253856","66263856","10001","+"
"chr1","66253193","66263193","10001","+"
"chr1","66453390","66463390","10001","+"
"chr1","67385570","67395570","10001","-"
"chr1","67891123","67901123","10001","-"
"chr1","67213140","67223140","10001","+"
"chr1","67515080","67525080","10001","-"
"chr1","67385570","67395570","10001","-"
"chr1","67627169","67637169","10001","+"
"chr1","67891123","67901123","10001","-"
"chr1","67891123","67901123","10001","-"
"chr1","67891123","67901123","10001","-"
"chr1","68957904","68967904","10001","-"
"chr1","68292971","68302971","10001","+"
"chr1","68693229","68703229","10001","-"
"chr1","68957904","68967904","10001","-"
"chr1","68294155","68304155","10001","-"
"chr1","68693284","68703284","10001","-"
"chr1","68693229","68703229","10001","-"
"chr1","70380005","70390005","10001","+"
"chr1","70815417","70825417","10001","-"
"chr1","70666361","70676361","10001","-"
"chr1","71508491","71518491","10001","-"
"chr1","71508491","71518491","10001","-"
"chr1","71508491","71518491","10001","-"
"chr1","71508491","71518491","10001","-"
"chr1","71508491","71518491","10001","-"
"chr1","71508491","71518491","10001","-"
"chr1","71542007","71552007","10001","+"
"chr1","71508491","71518491","10001","-"
"chr1","71508491","71518491","10001","-"
"chr1","73766853","73776853","10001","+"
"chr1","74658871","74668871","10001","-"
"chr1","74696071","74706071","10001","+"
"chr1","74658896","74668896","10001","+"
"chr1","74658896","74668896","10001","+"
"chr1","75134422","75144422","10001","-"
"chr1","76071799","76081799","10001","-"
"chr1","76257556","76267556","10001","+"
"chr1","76071799","76081799","10001","-"
"chr1","77328186","77338186","10001","+"
"chr1","78349200","78359200","10001","+"
"chr1","77742662","77752662","10001","+"
"chr1","78143343","78153343","10001","-"
"chr1","78240309","78250309","10001","+"
"chr1","78349200","78359200","10001","+"
"chr1","77743287","77753287","10001","+"
"chr1","78506589","78516589","10001","+"
"chr1","78240309","78250309","10001","+"
"chr1","78690283","78700283","10001","+"
"chr1","79467495","79477495","10001","-"
"chr1","82261082","82271082","10001","+"
"chr1","84374059","84384059","10001","-"
"chr1","84604952","84614952","10001","+"
"chr1","84763334","84773334","10001","+"
"chr1","84538745","84548745","10001","+"
"chr1","84642343","84652343","10001","+"
"chr1","84459833","84469833","10001","-"
"chr1","84759049","84769049","10001","+"
"chr1","84625649","84635649","10001","+"
"chr1","84625649","84635649","10001","+"
"chr1","84625065","84635065","10001","+"
"chr1","84625065","84635065","10001","+"
"chr1","84625065","84635065","10001","+"
"chr1","84762289","84772289","10001","+"
"chr1","85720355","85730355","10001","-"
"chr1","85925889","85935889","10001","-"
"chr1","85522981","85532981","10001","+"
"chr1","85353896","85363896","10001","-"
"chr1","85522981","85532981","10001","+"
"chr1","85457796","85467796","10001","-"
"chr1","85720355","85730355","10001","-"
"chr1","86884769","86894769","10001","+"
"chr1","86617121","86627121","10001","-"
"chr1","87375335","87385335","10001","+"
"chr1","87375335","87385335","10001","+"
"chr1","87673352","87683352","10001","+"
"chr1","89985397","89995397","10001","+"
"chr1","90019272","90029272","10001","+"
"chr1","89526043","89536043","10001","-"
"chr1","89144922","89154922","10001","+"
"chr1","89659633","89669633","10001","-"
"chr1","90282480","90292480","10001","+"
"chr1","90281573","90291573","10001","+"
"chr1","91865426","91875426","10001","-"
"chr1","92759522","92769522","10001","+"
"chr1","93252961","93262961","10001","-"
"chr1","93539792","93549792","10001","+"
"chr1","93908688","93918688","10001","+"
"chr1","93908688","93918688","10001","+"
"chr1","94142394","94152394","10001","-"
"chr1","94141926","94151926","10001","-"
"chr1","93539792","93549792","10001","+"
"chr1","93539792","93549792","10001","+"
"chr1","94307706","94317706","10001","-"
"chr1","93539792","93549792","10001","+"
"chr1","93908688","93918688","10001","+"
"chr1","93641273","93651273","10001","+"
"chr1","95280898","95290898","10001","+"
"chr1","94878933","94888933","10001","+"
"chr1","95280898","95290898","10001","+"
"chr1","95281100","95291100","10001","+"
"chr1","94581705","94591705","10001","-"
"chr1","94878933","94888933","10001","+"
"chr1","95280898","95290898","10001","+"
"chr1","95280898","95290898","10001","+"
"chr1","95280898","95290898","10001","+"
"chr1","95280837","95290837","10001","-"
"chr1","95578479","95588479","10001","+"
"chr1","95935293","95945293","10001","+"
"chr1","97182175","97192175","10001","+"
"chr1","96834681","96844681","10001","-"
"chr1","97556479","97566479","10001","+"
"chr1","98381615","98391615","10001","-"
"chr1","98381615","98391615","10001","-"
"chr1","99122236","99132236","10001","+"
"chr1","99122236","99132236","10001","+"
"chr1","99464832","99474832","10001","+"
"chr1","99122236","99132236","10001","+"
"chr1","98671267","98681267","10001","+"
"chr1","99724848","99734848","10001","+"
"chr1","100106431","100116431","10001","+"
"chr1","99724848","99734848","10001","+"
"chr1","100498789","100508789","10001","+"
"chr1","100813023","100823023","10001","+"
"chr1","101180196","101190196","10001","+"
"chr1","100813023","100823023","10001","+"
"chr1","101180196","101190196","10001","+"
"chr1","100813023","100823023","10001","+"
"chr1","101180196","101190196","10001","+"
